600083,博信股份,监管警示,关于对江苏博信投资控股股份有限公司及有关责任人予以监管警示的决定,"董秘,上市公司",2024-03-21 17:30:02
688496,清越科技,监管工作函,就苏州清越光电科技股份有限公司参股公司重大舆情事项发出监管工作函,"上市公司,董事,监事,高级管理人员,中介机构及其相关人员",2024-03-20 20:00:01
600671,*ST目药,通报批评,关于对杭州天目山药业股份有限公司及有关责任人予以通报批评的决定,"上市公司,董监高-总经理,董秘,董监高-董事长",2024-03-20 17:10:01
603001,ST奥康,监管警示,关于对浙江奥康鞋业股份有限公司及有关责任人予以监管警示的决定,"上市公司,董监高-董事长,董监高-总经理,财务总监",2024-03-20 17:10:04
603955,大千生态,监管警示,关于对大千生态环境集团股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘",2024-03-19 18:10:01
688033,天宜上佳,监管工作函,关于北京天宜上佳高新材料股份有限公司的监管工作函,"上市公司,中介机构及其相关人员",2024-03-19 16:10:01
603055,台华新材,监管工作函,关于浙江台华新材料股份有限公司有关媒体报道事项的监管工作函,"上市公司,董事",2024-03-19 08:50:02
603050,科林电气,监管工作函,对公司有关股东权益变动事项的监管工作函,"上市公司,控股股东及实际控制人,其他",2024-03-18 20:30:01
688053,思科瑞,监管工作函,关于成都思科瑞微电子股份有限公司的监管工作函,"上市公司,中介机构及其相关人员",2024-03-18 16:50:01
688776,国光电气,监管工作函,关于成都国光电气股份有限公司相关事项的监管工作函,"上市公司,中介机构及其相关人员",2024-03-18 10:10:02
600381,青海春天,监管工作函,央视报道公司产品广告宣传违法，向公司发出监管工作函,上市公司,2024-03-15 22:10:02
600734,ST实达,监管警示,关于对福州赤恒成达投资合伙企业（有限合伙）予以监管警示的决定,一般股东,2024-03-15 18:10:02
600678,四川金顶,监管警示,关于对四川金顶(集团)股份有限公司控股股东洛阳均盈私募股权投资基金合伙企业（有限合伙）、间接控股股东洛阳国苑投资控股集团有限公司予以监管警示的决定,控股股东,2024-03-15 18:10:02
603377,东方时尚,监管警示,关于对东方时尚驾驶学校股份有限公司控股股东东方时尚投资有限公司及实际控制人徐雄予以监管警示的决定,"控股股东,实际控制人",2024-03-15 17:10:02
600169,太原重工,通报批评,关于对太原重工股份有限公司、控股股东太原重型机械集团有限公司及有关责任人予以通报批评的决定,"上市公司,控股股东,董监高-董事长,董监高-总经理,财务总监,董秘",2024-03-15 17:10:04
605007,五洲特纸,监管警示,关于对五洲特种纸业集团股份有限公司控股股东之一致行动人赵云飞予以监管警示的决定,一致行动人,2024-03-14 20:50:01
600811,东方集团,监管警示,关于对东方集团股份有限公司及有关责任人予以监管警示的决定,"上市公司,财务总监",2024-03-14 17:20:06
600070,ST富润,监管警示,关于对浙江富润数字科技股份有限公司、关联方及有关责任人予以监管警示的决定,"上市公司,关联方,董监高-董事长,董监高-总经理,财务总监,董监高-董事",2024-03-14 17:20:06
601258,*ST庞大,公开谴责,关于对庞大汽贸集团股份有限公司及有关责任人予以纪律处分的决定,"上市公司,财务总监,董监高-总经理,董秘,独立董事",2024-03-14 17:20:04
601258,*ST庞大,公开认定一定期限内不适合担任上市公司董事、监事和高级管理人员或者境外发行人信息披露境内代表,关于对庞大汽贸集团股份有限公司及有关责任人予以纪律处分的决定,董监高-董事长,2024-03-14 17:20:04
603388,元成股份,监管警示,关于对中兴财光华会计师事务所（特殊普通合伙）及注册会计师濮舒清、杨如玉予以监管警示的决定,中介机构及相关人员,2024-03-21 15:42:34
600853,龙建股份,监管警示,关于对龙建路桥股份有限公司时任独立董事张松滨予以监管警示的决定,独立董事,2024-03-13 17:40:01
600753,庚星股份,监管警示,关于对庚星能源集团股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘,财务总监",2024-03-13 17:10:02
603166,福达股份,监管警示,关于对桂林福达股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘",2024-03-13 17:10:01
600485,*ST信威,公开谴责,关于对北京信威科技集团股份有限公司及有关责任人予以纪律处分的决定,上市公司,2024-03-12 17:10:06
600485,*ST信威,公开认定一定期限内不适合担任上市公司董事、监事和高级管理人员或者境外发行人信息披露境内代表,关于对北京信威科技集团股份有限公司及有关责任人予以纪律处分的决定,"董监高-董事长,财务总监,董监高-副总经理",2024-03-12 17:10:06
603950,长源东谷,通报批评,关于对襄阳长源东谷实业股份有限公司及有关责任人予以通报批评的决定,"上市公司,董监高-董事长,董监高-总经理,董秘",2024-03-12 17:10:03
605081,太和水,通报批评,关于对上海太和水科技发展股份有限公司及有关责任人予以通报批评的决定,"上市公司,董监高-董事长,董监高-总经理,财务总监",2024-03-12 17:10:03
600133,东湖高新,监管警示,关于对武汉东湖高新集团股份有限公司有关责任人予以监管警示的决定,"董监高-总经理,财务总监",2024-03-11 09:30:17
600982,宁波能源,监管警示,关于对宁波能源集团股份有限公司及有关责任人予以监管警示的决定,"上市公司,董监高-董事长,董监高-总经理,董监高-副总经理,财务总监,董秘",2024-03-04 17:10:01
600173,卧龙地产,监管警示,关于对立信会计师事务所（特殊普通合伙）注册会计师李敏、林燕娜予以监管警示的决定,中介机构及相关人员,2024-03-19 14:36:00
688701,卓锦股份,监管警示,关于对中安润信（北京）创业投资有限公司－天津中安和汇股权投资基金合伙企业（有限合伙）予以监管警示的决定,一般股东,2024-03-01 17:10:01
600338,西藏珠峰,通报批评,关于对西藏珠峰资源股份有限公司控股股东新疆塔城国际资源有限公司予以通报批评的决定,控股股东,2024-02-29 17:20:01
688555,退市泽达,公开谴责,关于对泽达易盛（天津）科技股份有限公司及有关责任人予以公开谴责的决定,"上市公司,董监高-董事长,董监高-董事",2024-02-29 17:10:01
603324,盛剑环境,监管警示,关于对中汇会计师事务所（特殊普通合伙）及注册会计师薛伟、汪涛予以监管警示的决定,中介机构及相关人员,2024-03-19 14:35:50
603603,*ST博天,监管警示,关于对博天环境集团股份有限公司有关责任人予以监管警示的决定,"独立董事,监事,董监高-副总经理,董监高-董事,财务总监,董秘",2024-02-28 17:10:05
603603,*ST博天,通报批评,关于对博天环境集团股份有限公司有关责任人予以纪律处分的决定,董监高-董事,2024-02-28 17:10:02
603595,东尼电子,监管警示,关于对浙江东尼电子股份有限公司及有关责任人予以监管警示的决定,"董监高-董事长,董监高-总经理,董秘,上市公司",2024-02-27 17:10:01
603555,ST贵人,监管警示,关于对贵人鸟股份有限公司及有关责任人予以监管警示的决定,"上市公司,董监高-董事长,董秘",2024-02-23 18:10:05
601555,东吴证券,监管警示,关于对东吴证券股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘",2024-02-23 18:10:05
600082,海泰发展,监管警示,关于对天津海泰科技发展股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘",2024-02-23 18:10:05
600661,昂立教育,监管警示,关于对上海长甲投资有限公司予以监管警示的决定,一般股东,2024-02-23 18:10:04
600641,万业企业,通报批评,关于对三林万业（上海）企业集团有限公司予以通报批评的决定,一般股东,2024-02-23 17:10:01
688275,万润新能,监管工作函,关于湖北万润新能源科技股份有限公司的监管工作函,"上市公司,董事,监事,高级管理人员,中介机构及其相关人员",2024-02-21 08:50:02
688152,麒麟信安,监管工作函,关于湖南麒麟信安科技股份有限公司有关事项的监管工作函,"上市公司,董事,监事,高级管理人员",2024-02-20 17:50:01
600185,格力地产,通报批评,关于对格力地产股份有限公司有关责任人予以通报批评的决定,董监高-董事长,2024-02-20 17:30:04
600696,岩石股份,公开谴责,关于对上海贵酒股份有限公司及有关责任人予以公开谴责的决定,"上市公司,实际控制人,董监高-董事长,财务总监",2024-02-20 17:30:07
603220,中贝通信,通报批评,关于对中贝通信集团股份有限公司及有关责任人予以通报批评的决定,"上市公司,董监高-董事长,董秘",2024-02-20 17:30:04
600387,ST海越,通报批评,关于对海越能源集团股份有限公司、控股股东铜川汇能鑫能源有限公司及有关责任人予以纪律处分的决定,董秘,2024-02-20 17:30:04
600387,ST海越,公开谴责,关于对海越能源集团股份有限公司、控股股东铜川汇能鑫能源有限公司及有关责任人予以纪律处分的决定,"上市公司,控股股东,董监高-董事长,董监高-总经理",2024-02-20 17:30:07
603557,ST起步,公开谴责,关于对起步股份有限公司及有关责任人予以公开谴责的决定,"上市公司,董监高-总经理,董监高-董事长,财务总监,董秘",2024-02-20 17:30:07
603035,常熟汽饰,监管警示,关于对江苏常熟汽饰集团股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘",2024-02-19 17:10:02
603011,合锻智能,监管警示,关于对合肥合锻智能制造股份有限公司有关责任人予以监管警示的决定,董监高-副总经理,2024-02-19 17:10:02
600112,ST天成,监管警示,关于对贵州长征天成控股股份有限公司有关责任人予以监管警示的决定,"财务总监,董监高-总经理,董秘",2024-02-08 17:10:09
600112,ST天成,通报批评,关于对贵州长征天成控股股份有限公司及有关责任人予以通报批评的决定,"上市公司,董监高-董事长",2024-02-08 17:10:07
603603,*ST博天,公开谴责,关于对博天环境集团股份有限公司及有关责任人予以纪律处分的决定,"上市公司,董监高-副总经理",2024-02-08 17:10:05
603603,*ST博天,公开认定一定期限内不适合担任上市公司董事、监事和高级管理人员或者境外发行人信息披露境内代表,关于对博天环境集团股份有限公司及有关责任人予以纪律处分的决定,董监高-董事长,2024-02-08 17:10:05
603665,康隆达,监管警示,关于对浙江康隆达特种防护科技股份有限公司有关责任人予以监管警示的决定,董监高-董事,2024-02-08 16:10:01
600890,退市中房,监管警示,关于对天津中维商贸集团有限公司予以监管警示的决定,一般股东,2024-02-08 17:10:09
603655,朗博科技,通报批评,关于对常州朗博密封科技股份有限公司、控股股东、实际控制人及有关责任人予以通报批评的决定,"上市公司,实际控制人,董秘",2024-02-08 17:10:07
603655,朗博科技,监管警示,关于对常州朗博密封科技股份有限公司控股股东一致行动人常州市金坛君泰投资咨询有限公司予以监管警示的决定,一致行动人,2024-02-08 16:10:01
600481,双良节能,公开谴责,关于对双良节能系统股份有限公司时任董事江荣方予以公开谴责的决定,董监高-董事,2024-02-08 17:10:05
600355,精伦电子,监管工作函,就公司自用房地产转为投资性房地产相关事项明确监管要求,"上市公司,董事,监事,高级管理人员,中介机构及其相关人员",2024-02-07 20:50:01
603665,康隆达,公开谴责,关于对浙江康隆达特种防护科技股份有限公司及有关责任人予以公开谴责的决定,"上市公司,董监高-董事长,董秘",2024-02-05 17:10:04
601609,金田股份,监管工作函,就公司拟变更募集资金投向及项目延期有关事项明确监管要求,上市公司,2024-02-02 17:40:01
600992,贵绳股份,公开谴责,关于对章奕颖予以公开谴责的决定,一般股东,2024-02-02 17:10:06
688086,退市紫晶,公开谴责,关于对广东紫晶信息存储技术股份有限公司予以公开谴责的决定,上市公司,2024-02-02 17:10:06
601989,中国重工,通报批评,关于对中国船舶重工股份有限公司及有关责任人予以通报批评的决定,"上市公司,董监高-董事长,财务总监",2024-02-02 17:10:04
600748,上实发展,通报批评,关于对上海实业发展股份有限公司间接控股股东上海实业（集团）有限公司予以通报批评的决定,控股股东,2024-02-02 17:10:04
600567,山鹰国际,监管警示,关于对信永中和会计师事务所（特殊普通合伙）及注册会计师李海龙、吴高梯予以监管警示的决定,中介机构及相关人员,2024-02-05 08:57:46
600520,文一科技,通报批评,关于对文一三佳科技股份有限公司及有关责任人予以通报批评的决定,"上市公司,董监高-董事长,财务总监,董监高-总经理",2024-02-01 17:10:02
603887,城地香江,监管警示,关于对沙正勇予以监管警示的决定,一般股东,2024-02-01 17:10:04
900929,锦旅B股,监管警示,关于对上海锦江国际旅游股份有限公司及有关责任人予以监管警示的决定,"上市公司,财务总监",2024-01-31 18:00:01
600734,ST实达,监管工作函,就公司终止筹划重大资产重组相关事项明确监管要求。,"上市公司,董事,监事,高级管理人员,控股股东及实际控制人",2024-01-31 17:30:01
600079,人福医药,监管警示,关于对人福医药集团股份公司控股股东武汉当代科技产业集团股份有限公司予以监管警示的决定,控股股东,2024-01-31 17:10:01
688282,理工导航,监管工作函,关于北京理工导航控制科技股份有限公司业绩预告相关事项的监管工作函,"上市公司,中介机构及其相关人员",2024-01-30 21:40:01
688500,*ST慧辰,监管工作函,就公司业绩预告事项发出监管工作函,"上市公司,中介机构及其相关人员",2024-01-30 19:10:01
600119,长江投资,监管工作函,关于对公司股价波动有关事项的监管工作函,上市公司,2024-01-30 18:10:02
600679,上海凤凰,监管工作函,关于对公司股价波动有关事项的监管工作函,上市公司,2024-01-30 18:10:02
603648,畅联股份,监管工作函,就公司近期股价波动情况明确监管要求,"上市公司,董事,监事,高级管理人员,控股股东及实际控制人",2024-01-30 09:20:02
600377,宁沪高速,监管工作函,就江苏宁沪高速公路股份有限公司向控股股东大额现金收购资产相关事项发出监管工作函,"上市公司,董事,监事,高级管理人员",2024-01-30 09:10:02
600375,汉马科技,监管警示,关于对浙江天平会计师事务所（特殊普通合伙）及注册会计师覃振碧、张国柱予以监管警示的决定,中介机构及相关人员,2024-02-01 08:58:30
600691,阳煤化工,监管工作函,关于阳煤化工股份有限公司业绩预告事项的监管工作函,"上市公司,董事,监事,高级管理人员",2024-01-29 22:20:02
600675,中华企业,监管工作函,关于对公司股价波动有关事项的监管工作函,上市公司,2024-01-29 19:10:02
600639,浦东金桥,监管工作函,关于对公司股价波动有关事项的监管工作函,上市公司,2024-01-29 19:10:02
600545,卓郎智能,公开谴责,关于对卓郎智能技术股份有限公司、实际控制人暨时任董事长潘雪平及有关责任人予以公开谴责的决定,"上市公司,实际控制人,董秘,监事",2024-01-29 17:20:01
600088,中视传媒,监管工作函,就公司股价异常波动相关信息披露明确监管要求,"上市公司,董事,监事,高级管理人员,一般股东,控股股东及实际控制人",2024-01-29 17:10:01
603260,合盛硅业,监管工作函,就公司有关举报事项明确监管要求,上市公司,2024-01-28 20:40:02
600189,泉阳泉,监管工作函,关于吉林泉阳泉股份有限公司业绩预告相关事项的监管工作函,上市公司,2024-01-26 19:50:01
600841,动力新科,监管工作函,关于上海新动力汽车科技股份有限公司业绩预告相关事项的监管工作函,"上市公司,董事,监事,高级管理人员,中介机构及其相关人员",2024-01-26 19:20:01
603196,日播时尚,监管警示,关于对日播时尚集团股份有限公司时任高级管理人员张云菊予以监管警示的决定,财务总监,2024-01-26 17:40:01
600589,*ST榕泰,监管警示,关于对广东榕泰实业股份有限公司有关责任人予以监管警示的决定,"董监高-董事,独立董事,监事",2024-01-26 17:10:01
601801,皖新传媒,监管警示,关于对安徽新华传媒股份有限公司及有关责任人予以监管警示的决定,"上市公司,财务总监",2024-01-26 17:10:01
605090,九丰能源,监管警示,关于对江西九丰能源股份有限公司时任副总经理杨小毅予以监管警示的决定,董监高-副总经理,2024-01-25 17:10:03
600052,东望时代,监管警示,关于对浙江东望时代科技股份有限公司有关责任人予以监管警示的决定,"董监高-董事长,董监高-总经理",2024-01-25 17:10:03
603895,天永智能,监管警示,关于对上海天永智能装备股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘,财务总监",2024-01-25 17:10:03
603390,通达电气,通报批评,关于对广州通达汽车电气股份有限公司及有关责任人予以通报批评的决定,"上市公司,董秘",2024-01-25 17:10:07
600242,退市中昌,监管警示,关于对上海爱建信托有限责任公司予以监管警示的决定,一般股东,2024-02-08 17:00:05
603579,荣泰健康,监管警示,关于对林珏予以监管警示的决定,一般股东,2024-02-08 17:00:04
603879,永悦科技,监管工作函,关于永悦科技股份有限公司控股股东股份质押事项的监管工作函,上市公司,2024-01-24 09:50:02
603880,ST南卫,监管警示,关于对徐东予以监管警示的决定,一般股东,2024-02-08 17:00:03
603880,ST南卫,监管警示,关于对江苏南方卫材医药股份有限公司控股股东一致行动人李永中予以监管警示的决定,一般股东,2024-02-08 17:00:02
603212,赛伍技术,监管警示,关于对吴江东运创业投资有限公司予以监管警示的决定,一般股东,2024-02-08 17:00:01
603676,卫信康,监管警示,关于对天津京卫信康管理咨询合伙企业（有限合伙）予以监管警示的决定,一般股东,2024-02-08 17:00:00
688788,科思科技,监管警示,关于对深圳市科思科技股份有限公司及有关责任人予以监管警示的决定,"上市公司,董监高-董事长,董秘",2024-01-22 17:10:06
600256,广汇能源,监管警示,关于对广汇能源股份有限公司时任董事倪娟予以监管警示的决定,董监高-董事,2024-01-22 17:10:06
600767,退市运盛,公开谴责,关于对运盛（成都）医疗科技股份有限公司有关责任人予以纪律处分的决定,"董监高-董事,其他,监事",2024-01-22 17:10:04
600478,科力远,公开谴责,关于对蒋仕波、叶茂杨予以公开谴责的决定,一般股东,2024-01-22 17:10:04
603358,华达科技,监管警示,关于对华达汽车科技股份有限公司控股股东陈竞宏予以监管警示的决定,"控股股东,上市公司,董秘",2024-01-20 12:10:04
600775,南京熊猫,监管警示,关于对中国华融资产管理股份有限公司予以监管警示的决定,一般股东,2024-01-20 12:10:04
600446,金证股份,监管警示,关于对赵剑予以监管警示的决定,一般股东,2024-01-19 19:10:02
603880,ST南卫,通报批评,关于对徐东予以通报批评的决定,上市公司,2024-01-19 17:10:08
605001,威奥股份,监管警示,关于对唐山锐泽股权投资管理中心（有限合伙）予以监管警示的决定,一般股东,2024-01-19 17:10:06
603779,威龙股份,监管警示,关于对深圳市中世邦投资有限公司予以监管警示的决定,一般股东,2024-01-19 17:10:06
600818,中路股份,通报批评,关于对中路股份有限公司、控股股东上海中路（集团）有限公司、实际控制人暨时任董事长陈荣、受托方及有关责任人予以纪律处分的决定,"财务总监,董秘,其他",2024-01-19 17:10:08
600818,中路股份,公开谴责,关于对中路股份有限公司、控股股东上海中路（集团）有限公司、实际控制人暨时任董事长陈荣、受托方及有关责任人予以纪律处分的决定,"上市公司,控股股东,实际控制人,董监高-董事长",2024-01-19 17:10:10
688167,炬光科技,监管工作函,关于西安炬光科技股份有限公司收购资产事项的监管工作函,上市公司,2024-01-19 16:10:01
600973,宝胜股份,监管警示,关于对宝胜科技创新股份有限公司有关责任人予以监管警示的决定,董监高-董事长,2024-01-19 17:10:06
688659,元琛科技,监管警示,关于对安徽元琛环保科技股份有限公司及有关责任人予以监管警示的决定,"上市公司,董监高-董事长,董监高-总经理,财务总监,董秘",2024-01-22 16:30:02
600359,新农开发,监管警示,关于对新疆塔里木农业综合开发股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘,财务总监",2024-01-18 17:10:04
600793,宜宾纸业,监管警示,关于对宜宾纸业股份有限公司有关责任人予以监管警示的决定,董监高-董事长,2024-01-18 17:10:04
600360,华微电子,监管警示,关于对吉林华微电子股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘",2024-01-18 17:10:04
600375,汉马科技,监管警示,关于对汉马科技集团股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘",2024-01-17 18:40:02
688789,宏华数科,监管工作函,关于杭州宏华数码科技股份有限公司的监管工作函,上市公司,2024-01-17 13:40:03
600335,国机汽车,监管工作函,就公司业绩预告向公司发出监管工作函,上市公司,2024-01-16 23:00:02
600290,*ST华仪,监管警示,关于对华仪电气股份有限公司有关责任人予以监管警示的决定,"独立董事,董监高-董事",2024-01-15 17:30:01
600290,*ST华仪,公开谴责,关于对华仪电气股份有限公司及有关责任人予以公开谴责的决定,"上市公司,董监高-董事长,董监高-总经理",2024-01-15 17:20:01
603729,龙韵股份,通报批评,关于对段智瑞予以通报批评的决定,一般股东,2024-04-10 17:03:16
603707,健友股份,监管工作函,针对业绩预亏及存货减值发出监管工作函,"上市公司,中介机构及其相关人员",2024-01-12 21:10:01
600500,中化国际,监管工作函,关于业绩预告事项的监管工作函,上市公司,2024-01-12 20:10:01
601011,宝泰隆,监管工作函,针对公司资产减值相关事项发出监管工作函,"上市公司,董事,监事,高级管理人员,中介机构及其相关人员",2024-01-12 18:20:02
601011,宝泰隆,监管工作函,针对公司业绩预告相关事项发出监管工作函,"上市公司,中介机构及其相关人员",2024-01-12 18:20:02
688517,金冠电气,监管警示,关于对金冠电气股份有限公司及有关责任人予以监管警示的决定,"上市公司,董监高-董事长,董秘",2024-01-15 17:10:01
688121,卓然股份,监管工作函,关于上海卓然工程技术股份有限公司的监管工作函,"上市公司,控股股东及实际控制人",2024-01-12 09:20:02
605056,咸亨国际,监管警示,关于对咸亨国际科技股份有限公司及有关责任人予以监管警示的决定,"上市公司,董监高-董事长,董监高-总经理,财务总监,董秘",2024-01-11 18:40:01
603667,五洲新春,监管警示,关于对浙江五洲新春集团股份有限公司时任高级管理人员张迅雷予以监管警示的决定,其他,2024-01-11 17:10:02
600715,文投控股,监管警示,关于对文投控股股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘",2024-01-11 17:10:02
603042,华脉科技,监管警示,关于对南京华脉科技股份有限公司有关责任人予以监管警示的决定,"董监高-董事长,董监高-总经理",2024-01-09 20:30:01
603007,ST花王,通报批评,关于对花王生态工程股份有限公司及有关责任人予以通报批评的决定,"上市公司,董监高-董事长,董秘",2024-01-09 17:10:01
688626,翔宇医疗,监管警示,关于对河南翔宇医疗设备股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘,董监高-董事长",2024-01-08 18:30:01
600227,赤天化,监管警示,关于对贵州赤天化股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘",2024-01-04 17:10:01
603778,国晟科技,监管警示,关于对国晟世安科技股份有限公司及有关责任人予以监管警示的决定,"上市公司,董监高-董事长,财务总监",2024-01-04 17:10:01
603530,神马电力,监管工作函,关于对公司股价波动有关事项的监管工作函,"上市公司,董事,监事,高级管理人员",2024-01-03 16:50:02
603717,天域生态,监管工作函,对公司对外投资事项发出监管工作函,上市公司,2024-01-03 16:50:02
600985,淮北矿业,监管工作函,关于对淮北矿业控股股份有限公司关联交易相关事项发出监管工作函,上市公司,2024-01-02 18:00:01
603758,秦安股份,监管警示,关于对重庆秦安机电股份有限公司时任副总经理许峥予以监管警示的决定,董监高-副总经理,2024-01-02 17:40:01
603918,金桥信息,监管警示,关于对上海金桥信息股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘",2023-12-29 18:10:02
603235,天新药业,监管警示,关于对江西天新药业股份有限公司及有关责任人予以监管警示的决定,"上市公司,董秘",2023-12-29 18:10:02
603777,来伊份,公开谴责,关于对上海来伊份股份有限公司控股股东上海爱屋企业管理有限公司予以公开谴责的决定,控股股东,2024-04-01 17:02:41
603628,清源股份,监管工作函,就公司股价波动等事项明确监管要求,"上市公司,董事,监事,高级管理人员,控股股东及实际控制人",2023-12-28 18:00:02
